long_id	uniprot	mw	is_grouping	spectral_count	bait	condition
Capping protein (Actin filament) muscle Z-line, beta OS=Homo sapiens GN=CAPZB PE=4 SV=1	tr|B1AK87|B1AK87_HUMAN (+3)	29	NA	0	Galphai	GDP
T-complex protein 1 subunit beta OS=Homo sapiens GN=CCT2 PE=3 SV=2	tr|F5GWF6|F5GWF6_HUMAN (+1)	57	NA	0	Galphai	GDP
T-complex protein 1 subunit eta OS=Homo sapiens GN=CCT7 PE=3 SV=1	tr|B8ZZC9|B8ZZC9_HUMAN (+2)	55	NA	0	Galphai	GDP
ATP-binding cassette sub-family A member 2 OS=Homo sapiens GN=ABCA2 PE=4 SV=1	tr|E9PGB2|E9PGB2_HUMAN (+1)	108	NA	0	Galphai	GDP
T-complex protein 1 subunit zeta OS=Homo sapiens GN=CCT6A PE=2 SV=1	tr|B4DPJ8|B4DPJ8_HUMAN (+1)	55	NA	0	Galphai	GDP
Elongation factor Tu OS=Escherichia coli GN=tufB PE=3 SV=1	tr|E2QJ06|E2QJ06_ECOLX (+1)	43	NA	8	Galphai	GDP
Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1 PE=4 SV=1	tr|E9PFM1|E9PFM1_HUMAN (+9)	176	TRUE	0	Galphai	GDP
T-complex protein 1 subunit delta OS=Homo sapiens GN=CCT4 PE=2 SV=1	tr|B7Z9L0|B7Z9L0_HUMAN	52	NA	0	Galphai	GDP
Spectrin beta chain, non-erythrocytic 1 (Fragment) OS=Homo sapiens GN=SPTBN1 PE=4 SV=1	tr|F8W6C1|F8W6C1_HUMAN	81	NA	0	Galphai	GDP
Ezrin OS=Homo sapiens GN=EZR PE=4 SV=2	tr|E7EQR4|E7EQR4_HUMAN (+2)	66	NA	3	Galphai	GDP
Dynamin-2 OS=Homo sapiens GN=DNM2 PE=3 SV=1	tr|E9PEQ4|E9PEQ4_HUMAN (+1)	98	NA	0	Galphai	GDP
Filamin-A (Fragment) OS=Homo sapiens GN=FLNA PE=4 SV=1	tr|H0Y5F3|H0Y5F3_HUMAN	25	TRUE	0	Galphai	GDP
Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens GN=MACF1 PE=4 SV=1	tr|H3BPE1|H3BPE1_HUMAN (+6)	857	NA	0	Galphai	GDP
Disks large homolog 1 OS=Homo sapiens GN=DLG1 PE=4 SV=1	tr|E7EWL7|E7EWL7_HUMAN (+2)	88	NA	2	Galphai	GDP
Keratin, type II cytoskeletal 5 (Fragment) OS=Homo sapiens GN=KRT5 PE=4 SV=1	tr|F8VV57|F8VV57_HUMAN (+1)	12	NA	7	Galphai	GDP
tRNA(Met) cytidine acetyltransferase TmcA OS=Escherichia coli GN=ypfI PE=3 SV=1	tr|E2QPU9|E2QPU9_ECOLX	75	NA	0	Galphai	GDP
Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTAN1 PE=4 SV=2	REVtr|A6NG51|A6NG51_HUMAN	285	NA	0	Galphai	GDP
Septin-1 (Fragment) OS=Homo sapiens GN=SEPT1 PE=3 SV=1	tr|H3BS29|H3BS29_HUMAN (+1)	35	NA	0	Galphai	GDP
Keratin, type II cytoskeletal 4 OS=Homo sapiens GN=KRT4 PE=3 SV=1	tr|F5H8K9|F5H8K9_HUMAN	54	NA	0	Galphai	GDP
E3 ubiquitin-protein ligase RNF213 OS=Homo sapiens GN=RNF213 PE=4 SV=1	tr|H3BLU6|H3BLU6_HUMAN (+6)	374	NA	0	Galphai	GDP
HCG1983504, isoform CRA_f OS=Homo sapiens GN=TUBB3 PE=2 SV=1	tr|A8K854|A8K854_HUMAN	42	TRUE	0	Galphai	GDP
RuvB-like 2 OS=Homo sapiens GN=RUVBL2 PE=2 SV=1	tr|B3KQ59|B3KQ59_HUMAN	46	NA	0	Galphai	GDP
Protein PRRC2A OS=Homo sapiens GN=PRRC2A PE=4 SV=1	tr|C9J1F6|C9J1F6_HUMAN (+12)	227	NA	0	Galphai	GDP
Enolase (Fragment) OS=Homo sapiens GN=ENO3 PE=3 SV=1	tr|E5RGZ4|E5RGZ4_HUMAN (+8)	30	TRUE	5	Galphai	GDP
Non-POU domain-containing octamer-binding protein OS=Homo sapiens GN=NONO PE=4 SV=1	tr|F5GYZ3|F5GYZ3_HUMAN (+2)	44	NA	11	Galphai	GDP
Homer protein homolog 3 OS=Homo sapiens GN=HOMER3 PE=4 SV=1	tr|E9PCW9|E9PCW9_HUMAN	36	NA	0	Galphai	GDP
Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens GN=HNRNPD PE=2 SV=1	tr|B4DTC3|B4DTC3_HUMAN (+3)	34	NA	0	Galphai	GDP
E3 ubiquitin-protein ligase HUWE1 (Fragment) OS=Homo sapiens GN=HUWE1 PE=4 SV=1	tr|H0Y5W0|H0Y5W0_HUMAN (+6)	374	NA	0	Galphai	GDP
Rab GDP dissociation inhibitor beta OS=Homo sapiens GN=GDI2 PE=4 SV=1	tr|E7EU23|E7EU23_HUMAN	51	NA	0	Galphai	GDP
Tenascin XB OS=Homo sapiens GN=TNXB PE=4 SV=1	REVtr|B0UYX3|B0UYX3_HUMAN (+12)	456	NA	0	Galphai	GDP
Tubulin polyglutamylase TTLL4 OS=Homo sapiens GN=TTLL4 PE=4 SV=1	REVtr|E9PH58|E9PH58_HUMAN (+1)	109	NA	0	Galphai	GDP
Protein phosphatase 1 regulatory subunit 12A (Fragment) OS=Homo sapiens GN=PPP1R12A PE=4 SV=1	tr|F8VZN8|F8VZN8_HUMAN (+3)	77	NA	6	Galphai	GDP
Chaperone protein DnaJ OS=Escherichia coli GN=dnaJ PE=3 SV=1	tr|C3TRJ7|C3TRJ7_ECOLX	41	NA	0	Galphai	GDP
26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens GN=PSMD2 PE=4 SV=1	tr|E7EW34|E7EW34_HUMAN (+1)	86	TRUE	0	Galphai	GDP
Tubulin alpha-1A chain OS=Homo sapiens GN=TUBA1A PE=3 SV=1	tr|G3V1U9|G3V1U9_HUMAN (+5)	46	NA	0	Galphai	GDP
Synembryn-A (Fragment) OS=Homo sapiens GN=RIC8A PE=4 SV=1	tr|H0YE35|H0YE35_HUMAN (+2)	16	NA	0	Galphai	GDP
Methionine synthase OS=Escherichia coli GN=metH PE=3 SV=1	tr|E2QJ40|E2QJ40_ECOLX	136	NA	0	Galphai	GDP
Actin-related protein 2/3 complex subunit 2 (Fragment) OS=Homo sapiens GN=ARPC2 PE=4 SV=1	tr|C9JTV5|C9JTV5_HUMAN (+2)	10	NA	0	Galphai	GDP
Rho-associated protein kinase 2 OS=Homo sapiens GN=ROCK2 PE=4 SV=1	tr|E9PF63|E9PF63_HUMAN	133	NA	0	Galphai	GDP
Echinoderm microtubule-associated protein-like 4 OS=Homo sapiens GN=EML4 PE=4 SV=2	tr|B5MCW9|B5MCW9_HUMAN (+1)	102	NA	0	Galphai	GDP
Diaphanous homolog 1 (Drosophila), isoform CRA_a OS=Homo sapiens GN=DIAPH1 PE=4 SV=1	tr|B9ZVX0|B9ZVX0_HUMAN (+6)	139	TRUE	0	Galphai	GDP
50S ribosomal protein L1 OS=Escherichia coli GN=rplA PE=3 SV=1	tr|C3SIC2|C3SIC2_ECOLX	25	NA	0	Galphai	GDP
Magnesium-transporting ATPase, P-type 1 OS=Escherichia coli GN=mgtA PE=3 SV=1	tr|E2QL33|E2QL33_ECOLX	99	NA	0	Galphai	GDP
26S protease regulatory subunit 6A OS=Homo sapiens GN=PSMC3 PE=3 SV=1	tr|E9PM69|E9PM69_HUMAN (+6)	44	NA	0	Galphai	GDP
Kaliocin-1 (Fragment) OS=Homo sapiens GN=LTF PE=4 SV=1	tr|E7EQB2|E7EQB2_HUMAN (+1)	77	NA	0	Galphai	GDP
50S ribosomal protein L6 OS=Escherichia coli GN=rplF PE=3 SV=1	tr|C3SR17|C3SR17_ECOLX	19	NA	0	Galphai	GDP
Minor histocompatibility antigen HA-1 OS=Homo sapiens GN=HMHA1 PE=4 SV=1	tr|F5H1R4|F5H1R4_HUMAN (+8)	112	TRUE	0	Galphai	GDP
Regulator of G-protein-signaling 3 OS=Homo sapiens GN=RGS3 PE=2 SV=1	tr|B3KUB2|B3KUB2_HUMAN (+1)	66	NA	0	Galphai	GDP
ATP synthase subunit beta OS=Escherichia coli GN=atpD PE=3 SV=1	tr|C3SLA7|C3SLA7_ECOLX	50	NA	0	Galphai	GDP
Interferon alpha/beta receptor 2 (Fragment) OS=Homo sapiens GN=IFNAR2 PE=4 SV=1	REVtr|C9JCU0|C9JCU0_HUMAN (+3)	26	NA	0	Galphai	GDP
TRIO and F-actin-binding protein OS=Homo sapiens GN=TRIOBP PE=4 SV=1	tr|F8W6V6|F8W6V6_HUMAN (+4)	74	NA	6	Galphai	GDP
Cell division protein ftsA OS=Escherichia coli GN=ftsA PE=3 SV=1	tr|C3TQK7|C3TQK7_ECOLX	45	TRUE	0	Galphai	GDP
Coronin OS=Homo sapiens GN=CORO7 PE=2 SV=1	tr|B3KSY4|B3KSY4_HUMAN (+1)	77	TRUE	0	Galphai	GDP
26S protease regulatory subunit 8 OS=Homo sapiens GN=PSMC5 PE=2 SV=1	tr|A8K3Z3|A8K3Z3_HUMAN	45	NA	0	Galphai	GDP
Putative aminotransferase OS=Escherichia coli GN=b2290 PE=4 SV=1	tr|C3T2A7|C3T2A7_ECOLX	46	NA	0	Galphai	GDP
Elongation factor 1-alpha 1 (Fragment) OS=Homo sapiens GN=EEF1A1 PE=4 SV=1	tr|A6PW80|A6PW80_HUMAN	12	NA	2	Galphai	GDP
F-actin-capping protein subunit alpha-2 OS=Homo sapiens GN=CAPZA2 PE=2 SV=1	tr|B4DG50|B4DG50_HUMAN (+2)	20	NA	0	Galphai	GDP
Dynactin subunit 1 OS=Homo sapiens GN=DCTN1 PE=4 SV=2	tr|A8MY36|A8MY36_HUMAN (+4)	141	TRUE	0	Galphai	GDP
Adenosylhomocysteinase OS=Homo sapiens GN=AHCY PE=3 SV=1	tr|F5H737|F5H737_HUMAN	45	TRUE	0	Galphai	GDP
Extracellular signal-regulated kinase-2 splice variant OS=Homo sapiens GN=MAPK1 PE=2 SV=1	tr|A8CZ64|A8CZ64_HUMAN (+5)	36	NA	0	Galphai	GDP
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase OS=Escherichia coli GN=ispG PE=3 SV=1	tr|C3SZW7|C3SZW7_ECOLX	41	NA	0	Galphai	GDP
Nebulin OS=Homo sapiens GN=NEB PE=4 SV=1	REVtr|F8WCL5|F8WCL5_HUMAN (+2)	987	NA	2	Galphai	GDP
Dedicator of cytokinesis protein 11 OS=Homo sapiens GN=DOCK11 PE=4 SV=2	tr|A6NIW2|A6NIW2_HUMAN (+3)	238	NA	0	Galphai	GDP
Dedicator of cytokinesis protein 2 OS=Homo sapiens GN=DOCK2 PE=4 SV=1	tr|E7ERW7|E7ERW7_HUMAN (+1)	153	TRUE	0	Galphai	GDP
Protein transport protein Sec31A OS=Homo sapiens GN=SEC31A PE=2 SV=1	tr|B7ZL00|B7ZL00_HUMAN (+4)	128	NA	0	Galphai	GDP
T-complex protein 1 subunit alpha OS=Homo sapiens GN=TCP1 PE=3 SV=1	tr|E7EQR6|E7EQR6_HUMAN (+3)	44	NA	0	Galphai	GDP
RAS p21 protein activator 2, isoform CRA_b OS=Homo sapiens GN=RASA2 PE=4 SV=1	tr|G3V0F9|G3V0F9_HUMAN	97	NA	0	Galphai	GDP
Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens GN=HNRNPH1 PE=4 SV=1	tr|E9PCY7|E9PCY7_HUMAN (+6)	47	NA	0	Galphai	GDP
Nesprin-2 OS=Homo sapiens GN=SYNE2 PE=4 SV=1	tr|G3V5X4|G3V5X4_HUMAN (+1)	788	NA	0	Galphai	GDP
DNA-directed RNA polymerase OS=Homo sapiens GN=POLR2B PE=3 SV=2	tr|C9J2Y9|C9J2Y9_HUMAN (+1)	133	NA	0	Galphai	GDP
Cysteine sulfinate desulfinase OS=Escherichia coli GN=csdA PE=3 SV=1	REVtr|E2QQQ6|E2QQQ6_ECOLX	43	NA	0	Galphai	GDP
Inosine-5'-monophosphate dehydrogenase 2 (Fragment) OS=Homo sapiens GN=IMPDH2 PE=3 SV=1	tr|H0Y4R1|H0Y4R1_HUMAN	51	NA	0	Galphai	GDP
Eukaryotic translation initiation factor 4B OS=Homo sapiens GN=EIF4B PE=4 SV=1	tr|E7EX17|E7EX17_HUMAN (+7)	70	NA	0	Galphai	GDP
V-type proton ATPase catalytic subunit A OS=Homo sapiens GN=ATP6V1A PE=2 SV=1	tr|B7Z1R5|B7Z1R5_HUMAN	65	TRUE	0	Galphai	GDP
Outer membrane protein A OS=Escherichia coli GN=ompA PE=3 SV=1	tr|E2QJG1|E2QJG1_ECOLX	37	NA	0	Galphai	GDP
UDP-glucose 6-dehydrogenase OS=Escherichia coli GN=ugd PE=3 SV=1	tr|E2QNQ3|E2QNQ3_ECOLX	44	NA	0	Galphai	GDP
RuvB-like 1 OS=Homo sapiens GN=RUVBL1 PE=4 SV=1	tr|E7ETR0|E7ETR0_HUMAN	35	NA	0	Galphai	GDP
Keratin, type II cytoskeletal 5 (Fragment) OS=Homo sapiens GN=KRT5 PE=4 SV=1	tr|H0YIN9|H0YIN9_HUMAN (+1)	22	NA	8	Galphai	GDP
60 kDa chaperonin OS=Escherichia coli GN=mopA PE=2 SV=1	tr|Q548M1|Q548M1_ECOLX	57	NA	0	Galphai	GDP
Heterogeneous nuclear ribonucleoprotein D0 (Fragment) OS=Homo sapiens GN=HNRNPD PE=4 SV=1	tr|D6RAF8|D6RAF8_HUMAN (+7)	23	NA	0	Galphai	GDP
Dynamin-1-like protein OS=Homo sapiens GN=DNM1L PE=3 SV=1	tr|G8JLD5|G8JLD5_HUMAN (+2)	80	NA	0	Galphai	GDP
Lactose operon repressor OS=Escherichia coli GN=lacI PE=4 SV=1	tr|E2QGA5|E2QGA5_ECOLX	39	NA	9	Galphai	GDP
Lamin-B1 OS=Homo sapiens GN=LMNB1 PE=3 SV=1	tr|E9PBF6|E9PBF6_HUMAN (+2)	45	TRUE	0	Galphai	GDP
40S ribosomal protein SA (Fragment) OS=Homo sapiens GN=RPSA PE=3 SV=1	tr|C9J9K3|C9J9K3_HUMAN (+5)	30	NA	0	Galphai	GDP
Glutathione S-transferase Mu 1 OS=Homo sapiens GN=GSTM1 PE=3 SV=1	tr|E7EWW9|E7EWW9_HUMAN	28	TRUE	0	Galphai	GDP
Serine/threonine-protein phosphatase OS=Homo sapiens GN=PPP1CA PE=3 SV=1	tr|A6NNR3|A6NNR3_HUMAN (+5)	33	NA	0	Galphai	GDP
Protein disulfide isomerase family A, member 3, isoform CRA_b OS=Homo sapiens GN=PDIA3 PE=3 SV=1	tr|G5EA52|G5EA52_HUMAN	55	TRUE	2	Galphai	GDP
SH3 domain-containing kinase-binding protein 1 OS=Homo sapiens GN=SH3KBP1 PE=2 SV=1	tr|B7Z6E8|B7Z6E8_HUMAN	44	NA	0	Galphai	GDP
Actin-related protein 2/3 complex subunit 3 (Fragment) OS=Homo sapiens GN=ARPC3 PE=4 SV=1	tr|C9JZD1|C9JZD1_HUMAN (+1)	12	TRUE	0	Galphai	GDP
26S proteasome non-ATPase regulatory subunit 6 OS=Homo sapiens GN=PSMD6 PE=4 SV=1	tr|C9IZE4|C9IZE4_HUMAN (+3)	52	NA	0	Galphai	GDP
Heat shock protein HSP 90-beta (Fragment) OS=Homo sapiens GN=HSP90AB1 PE=4 SV=1	tr|H0Y6E4|H0Y6E4_HUMAN	17	NA	0	Galphai	GDP
Alpha-centractin OS=Homo sapiens GN=ACTR1A PE=3 SV=1	tr|F5H3I4|F5H3I4_HUMAN (+1)	35	NA	0	Galphai	GDP
Mucin-5B OS=Homo sapiens GN=MUC5B PE=4 SV=1	tr|E9PBJ0|E9PBJ0_HUMAN	597	NA	0	Galphai	GDP
DOCK10.2 OS=Homo sapiens GN=DOCK10.2 PE=2 SV=2	tr|B3FL70|B3FL70_HUMAN (+2)	249	TRUE	0	Galphai	GDP
CAP-Gly domain-containing linker protein 1 OS=Homo sapiens GN=CLIP1 PE=4 SV=1	tr|F5H0N7|F5H0N7_HUMAN (+1)	116	NA	0	Galphai	GDP
Chromosome partition protein MukB OS=Escherichia coli GN=mukB PE=3 SV=1	tr|E2QJD5|E2QJD5_ECOLX	170	NA	0	Galphai	GDP
14-3-3 protein theta (Fragment) OS=Homo sapiens GN=YWHAQ PE=4 SV=1	tr|E9PG15|E9PG15_HUMAN (+1)	17	TRUE	0	Galphai	GDP
SH3 domain-binding protein 1 OS=Homo sapiens GN=SH3BP1 PE=4 SV=1	tr|F5GZA8|F5GZA8_HUMAN	55	NA	0	Galphai	GDP
Glucose-6-phosphate isomerase OS=Escherichia coli GN=pgi PE=3 SV=1	tr|E2QJ55|E2QJ55_ECOLX	62	NA	5	Galphai	GDP
Signal recognition particle protein OS=Escherichia coli GN=ffh PE=3 SV=1	tr|C3SYN7|C3SYN7_ECOLX	50	TRUE	0	Galphai	GDP
Lead, cadmium, zinc and mercury-transporting ATPase OS=Escherichia coli GN=zntA PE=3 SV=1	tr|E2QFX3|E2QFX3_ECOLX	77	NA	0	Galphai	GDP
AP-1 complex subunit gamma-1 OS=Homo sapiens GN=AP1G1 PE=2 SV=1	tr|B3KXW5|B3KXW5_HUMAN (+4)	94	NA	0	Galphai	GDP
MLL cleavage product C180 OS=Homo sapiens GN=MLL PE=4 SV=1	REVtr|E9PQG7|E9PQG7_HUMAN (+2)	432	NA	5	Galphai	GDP
Eukaryotic translation initiation factor 4 gamma 3 OS=Homo sapiens GN=EIF4G3 PE=4 SV=1	tr|F5H564|F5H564_HUMAN (+1)	134	NA	0	Galphai	GDP
General vesicular transport factor p115 OS=Homo sapiens GN=USO1 PE=4 SV=1	tr|F5GYR8|F5GYR8_HUMAN (+3)	109	NA	0	Galphai	GDP
Elongation factor 1-delta OS=Homo sapiens GN=EEF1D PE=3 SV=1	tr|E9PRY8|E9PRY8_HUMAN (+22)	77	NA	0	Galphai	GDP
DNA gyrase subunit B OS=Escherichia coli GN=gyrB PE=3 SV=1	tr|C3SLN3|C3SLN3_ECOLX	90	NA	0	Galphai	GDP
Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Homo sapiens GN=CAMK2D PE=4 SV=1	tr|E9PBG7|E9PBG7_HUMAN (+2)	58	NA	0	Galphai	GDP
ALOX5 protein OS=Homo sapiens GN=ALOX5 PE=2 SV=1	tr|B7ZLS0|B7ZLS0_HUMAN	72	NA	0	Galphai	GDP
HCF N-terminal chain 5 OS=Homo sapiens GN=HCFC1 PE=4 SV=2	tr|A6NEM2|A6NEM2_HUMAN (+3)	213	NA	0	Galphai	GDP
Calponin-2 OS=Homo sapiens GN=CNN2 PE=2 SV=1	tr|B4DDF4|B4DDF4_HUMAN (+2)	33	NA	0	Galphai	GDP
Annexin OS=Homo sapiens GN=ANXA4 PE=2 SV=1	tr|B4DDF9|B4DDF9_HUMAN	27	NA	3	Galphai	GDP
AP-1 complex subunit beta-1 (Fragment) OS=Homo sapiens GN=AP1B1 PE=4 SV=1	tr|C9J1E7|C9J1E7_HUMAN	65	TRUE	0	Galphai	GDP
30S ribosomal protein S3 OS=Escherichia coli GN=rpsC PE=3 SV=1	tr|C3SQX2|C3SQX2_ECOLX	26	NA	0	Galphai	GDP
HCG2002594, isoform CRA_c OS=Homo sapiens GN=SEPT5 PE=3 SV=1	tr|G3XAH0|G3XAH0_HUMAN (+4)	44	NA	0	Galphai	GDP
Mitotic checkpoint protein BUB3 OS=Homo sapiens GN=BUB3 PE=2 SV=1	tr|B4DDM6|B4DDM6_HUMAN	28	NA	0	Galphai	GDP
Keratin-associated protein 2-1 OS=Homo sapiens GN=KRTAP2-1 PE=4 SV=1	tr|F5H1T9|F5H1T9_HUMAN (+1)	13	NA	13	Galphai	GDP
Ena/VASP-like protein OS=Homo sapiens GN=EVL PE=2 SV=1	tr|B7Z3I5|B7Z3I5_HUMAN	42	NA	0	Galphai	GDP
Alstrom syndrome protein 1 OS=Homo sapiens GN=ALMS1 PE=4 SV=1	REVtr|B8ZZJ3|B8ZZJ3_HUMAN (+1)	456	TRUE	2	Galphai	GDP
C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens GN=MTHFD1 PE=3 SV=1	tr|F5H2F4|F5H2F4_HUMAN (+2)	111	NA	0	Galphai	GDP
D-erythrose-4-phosphate dehydrogenase OS=Escherichia coli GN=epd PE=3 SV=1	tr|E2QDR1|E2QDR1_ECOLX	37	TRUE	0	Galphai	GDP
Phosphoribosyl pyrophosphate synthetase 1 OS=Homo sapiens GN=PRPS1 PE=3 SV=1	tr|B1ALA9|B1ALA9_HUMAN (+1)	24	NA	0	Galphai	GDP
AP-1 complex subunit mu-1 OS=Homo sapiens GN=AP1M1 PE=4 SV=1	tr|E7ENJ6|E7ENJ6_HUMAN	43	NA	0	Galphai	GDP
Guanine nucleotide exchange factor DBS (Fragment) OS=Homo sapiens GN=MCF2L PE=4 SV=1	tr|H0Y4M6|H0Y4M6_HUMAN (+1)	36	NA	3	Galphai	GDP
Nascent polypeptide-associated complex subunit alpha OS=Homo sapiens GN=NACA PE=4 SV=1	tr|E9PAV3|E9PAV3_HUMAN (+5)	205	NA	0	Galphai	GDP
Probable ATP-dependent RNA helicase DHX36 OS=Homo sapiens GN=DHX36 PE=4 SV=1	tr|F5GZS0|F5GZS0_HUMAN (+1)	113	NA	0	Galphai	GDP
4-hydroxy-tetrahydrodipicolinate reductase OS=Escherichia coli GN=dapB PE=3 SV=1	tr|E2QEW0|E2QEW0_ECOLX	29	NA	12	Galphai	GDP
Acidic leucine-rich nuclear phosphoprotein 32 family member E (Fragment) OS=Homo sapiens GN=ANP32E PE=4 SV=1	tr|E9PPH5|E9PPH5_HUMAN (+4)	13	TRUE	0	Galphai	GDP
Transaldolase OS=Homo sapiens GN=TALDO1 PE=3 SV=1	tr|F2Z393|F2Z393_HUMAN (+1)	35	NA	0	Galphai	GDP
Synaptic vesicle membrane protein VAT-1 homolog OS=Homo sapiens GN=VAT1 PE=2 SV=1	tr|B4DPX4|B4DPX4_HUMAN (+1)	35	NA	0	Galphai	GDP
Ras GTPase-activating-like protein IQGAP1 (Fragment) OS=Homo sapiens GN=IQGAP1 PE=4 SV=1	tr|H0YKA5|H0YKA5_HUMAN	5	NA	0	Galphai	GDP
Kinectin OS=Homo sapiens GN=KTN1 PE=4 SV=1	REVtr|G3V4Y7|G3V4Y7_HUMAN (+4)	69	NA	0	Galphai	GDP
Nebulin OS=Homo sapiens GN=NEB PE=4 SV=1	tr|F8WCL5|F8WCL5_HUMAN (+2)	987	NA	2	Galphai	GDP
ATP-binding component of serine protease OS=Escherichia coli GN=clpA PE=3 SV=1	tr|C3TGN7|C3TGN7_ECOLX	84	TRUE	0	Galphai	GDP
Poly(rC)-binding protein 2 OS=Homo sapiens GN=PCBP2 PE=2 SV=1	tr|B4DLC0|B4DLC0_HUMAN (+12)	32	NA	0	Galphai	GDP
Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens GN=HNRNPA3 PE=4 SV=1	tr|E7EWI9|E7EWI9_HUMAN	34	NA	0	Galphai	GDP
50S ribosomal protein L4 OS=Escherichia coli GN=rplD PE=3 SV=1	tr|C3SQU7|C3SQU7_ECOLX	22	NA	0	Galphai	GDP
Dynactin subunit 2 OS=Homo sapiens GN=DCTN2 PE=4 SV=1	tr|F5H223|F5H223_HUMAN (+1)	42	NA	0	Galphai	GDP
Annexin OS=Homo sapiens GN=ANXA6 PE=3 SV=1	tr|E9PGK1|E9PGK1_HUMAN (+11)	72	NA	3	Galphai	GDP
Heat shock protein beta-1 OS=Homo sapiens GN=HSPB1 PE=4 SV=1	tr|F8WE04|F8WE04_HUMAN	20	NA	0	Galphai	GDP
Glucose-6-phosphate 1-dehydrogenase (Fragment) OS=Homo sapiens GN=G6PD PE=3 SV=1	tr|E7EM57|E7EM57_HUMAN (+2)	37	NA	0	Galphai	GDP
Coiled-coil domain-containing protein 88B OS=Homo sapiens GN=CCDC88B PE=1 SV=1	sp|A6NC98|CC88B_HUMAN (+5)	165	NA	0	Galphai	GDP
Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens GN=HNRNPAB PE=4 SV=1	tr|D6RD18|D6RD18_HUMAN (+2)	30	NA	0	Galphai	GDP
Polyribonucleotide nucleotidyltransferase OS=Escherichia coli GN=pnp PE=3 SV=1	tr|E2QEJ9|E2QEJ9_ECOLX	77	TRUE	0	Galphai	GDP
Tyrosine-protein kinase Fes/Fps OS=Homo sapiens GN=FES PE=3 SV=1	tr|E7ENM8|E7ENM8_HUMAN	77	NA	0	Galphai	GDP
Ribonucleoprotein PTB-binding 1 OS=Homo sapiens GN=RAVER1 PE=4 SV=1	tr|E9PAU2|E9PAU2_HUMAN	80	NA	0	Galphai	GDP
Uncharacterized protein OS=Homo sapiens PE=4 SV=1	tr|F8W810|F8W810_HUMAN	51	NA	0	Galphai	GDP
26S protease regulatory subunit 10B (Fragment) OS=Homo sapiens GN=PSMC6 PE=4 SV=1	tr|H0YJC0|H0YJC0_HUMAN	30	NA	0	Galphai	GDP
T-complex protein 1 subunit epsilon OS=Homo sapiens GN=CCT5 PE=4 SV=1	tr|E7ENZ3|E7ENZ3_HUMAN (+3)	54	NA	0	Galphai	GDP
Formate acetyltransferase 1 OS=Escherichia coli GN=pflB PE=3 SV=1	tr|E2QJB4|E2QJB4_ECOLX (+2)	85	NA	0	Galphai	GDP
Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens GN=PPP2R1A PE=4 SV=1	tr|F5H3X9|F5H3X9_HUMAN (+1)	59	TRUE	0	Galphai	GDP
Septin-11 OS=Homo sapiens GN=SEPT11 PE=3 SV=1	tr|D6RER5|D6RER5_HUMAN (+11)	50	TRUE	0	Galphai	GDP
Ras-related C3 botulinum toxin substrate 2 OS=Homo sapiens GN=RAC2 PE=3 SV=1	tr|B1AH77|B1AH77_HUMAN (+2)	17	NA	0	Galphai	GDP
Twinfilin-2 OS=Homo sapiens GN=TWF2 PE=4 SV=1	tr|D6RG15|D6RG15_HUMAN	29	NA	0	Galphai	GDP
Archain 1, isoform CRA_a OS=Homo sapiens GN=ARCN1 PE=4 SV=1	tr|B0YIW6|B0YIW6_HUMAN (+2)	62	NA	3	Galphai	GDP
ATP-binding cassette sub-family E member 1 OS=Homo sapiens GN=ABCE1 PE=4 SV=1	tr|D6R9I9|D6R9I9_HUMAN (+2)	47	NA	0	Galphai	GDP
Golgin subfamily B member 1 OS=Homo sapiens GN=GOLGB1 PE=4 SV=1	REVtr|E7EP74|E7EP74_HUMAN (+4)	377	NA	2	Galphai	GDP
Remodeling and spacing factor 1 (Fragment) OS=Homo sapiens GN=RSF1 PE=4 SV=1	REVtr|H0YCN2|H0YCN2_HUMAN (+1)	91	NA	2	Galphai	GDP
Nuclear pore complex protein Nup153 OS=Homo sapiens GN=NUP153 PE=4 SV=1	tr|F6QR24|F6QR24_HUMAN	157	NA	0	Galphai	GDP
AP-3 complex subunit beta-1 OS=Homo sapiens GN=AP3B1 PE=4 SV=1	tr|E5RJ68|E5RJ68_HUMAN	116	NA	0	Galphai	GDP
V-type proton ATPase subunit B, brain isoform (Fragment) OS=Homo sapiens GN=ATP6V1B2 PE=4 SV=1	tr|H0YC04|H0YC04_HUMAN	21	NA	0	Galphai	GDP
COP9 signalosome complex subunit 4 OS=Homo sapiens GN=COPS4 PE=4 SV=1	tr|D6RAX7|D6RAX7_HUMAN (+4)	48	NA	0	Galphai	GDP
