long_id	uniprot	mw	is_grouping	spectral_count	bait	condition	z_score_spectral
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0186283 PE=4 SV=1	tr|Q54NV9|Q54NV9_DICDI	46	NA	16	Rac1	Normal	0.112681418610094
Circularly permutated Ras protein 2 OS=Dictyostelium discoideum GN=cpras2 PE=3 SV=1	sp|Q54BW4|CPAS2_DICDI	443	TRUE	10	Rac1	Normal	0.168292425476971
Tesmin/TSO1-like, CXC domain-containing protein OS=Dictyostelium discoideum GN=DDB_0218306 PE=4 SV=1	tr|Q54TZ5|Q54TZ5_DICDI	101	NA	1	Rac1	Normal	-0.0263460985570977
Probable enoyl-CoA hydratase, mitochondrial OS=Dictyostelium discoideum GN=echs1 PE=3 SV=1	sp|Q1ZXF1|ECHM_DICDI	30	TRUE	14	Rac1	Normal	0.168292425476971
Vacuolar sorting protein 35 OS=Dictyostelium discoideum GN=vps35 PE=3 SV=1	sp|Q54C24|VPS35_DICDI	89	NA	13	Rac1	Normal	0.0292649083097791
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0205386 PE=1 SV=1	tr|Q54YA2|Q54YA2_DICDI	50	NA	17	Rac1	Normal	0.168292425476971
Enoyl-CoA hydratase OS=Dictyostelium discoideum GN=DDB_G0293354 PE=3 SV=1	tr|Q54BX7|Q54BX7_DICDI	33	TRUE	17	Rac1	Normal	0.390736452944478
Ribose-phosphate pyrophosphokinase A OS=Dictyostelium discoideum GN=prsA PE=1 SV=1	sp|Q54PA9|PRPSA_DICDI	34	NA	13	Rac1	Normal	0.112681418610094
Aspartyl aminopeptidase OS=Dictyostelium discoideum GN=dnpep PE=3 SV=1	sp|Q54M70|DNPEP_DICDI	53	NA	10	Rac1	Normal	-0.193179119157728
Putative uncharacterized protein apeh OS=Dictyostelium discoideum GN=apeh PE=4 SV=1	tr|Q54D66|Q54D66_DICDI	87	NA	12	Rac1	Normal	-0.0819571054239744
Putative uncharacterized protein gxcM OS=Dictyostelium discoideum GN=gxcM PE=4 SV=1	rtr|Q1ZXN6|Q1ZXN6_DICDI	127	TRUE	0	Rac1	Normal	-0.0541516019905361
Nascent polypeptide-associated complex subunit beta OS=Dictyostelium discoideum GN=nacB PE=3 SV=1	sp|Q54TR8|NACB_DICDI	15	NA	6	Rac1	Normal	-0.0819571054239744
Outer membrane protein F precursor (Pori	sp|P02931|OMPF_ECOLI	39	TRUE	3	Rac1	Normal	-0.471234153492112
Proliferation-associated protein A OS=Dictyostelium discoideum GN=prlA PE=2 SV=1	sp|Q1ZXG4|PRLA_DICDI	42	NA	6	Rac1	Normal	-0.248790126024605
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0187592 PE=4 SV=1	tr|Q54JZ3|Q54JZ3_DICDI	106	NA	7	Rac1	Normal	-0.360012139758358
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0206195 PE=4 SV=1	tr|Q54XR4|Q54XR4_DICDI	26	NA	13	Rac1	Normal	0.0570704117432174
Coproporphyrinogen-III oxidase OS=Dictyostelium discoideum GN=cpox PE=3 SV=1	sp|Q54IA7|HEM6_DICDI	38	NA	17	Rac1	Normal	0.140486922043533
AP-1 complex subunit beta OS=Dictyostelium discoideum GN=ap1b1 PE=3 SV=1	sp|Q54X82|AP1B_DICDI	107	NA	8	Rac1	Normal	0.0570704117432174
Proteasome subunit alpha type-7 OS=Dictyostelium discoideum GN=psmA7 PE=3 SV=1	sp|P34120|PSA7_DICDI	28	NA	14	Rac1	Normal	0.112681418610094
Probable succinyl-CoA:3-ketoacid-coenzyme A transferase, mitochondrial OS=Dictyostelium discoideum GN=oxct1 PE=3 SV=1	sp|Q54JD9|SCOT_DICDI	55	NA	11	Rac1	Normal	0.112681418610094
Glycine dehydrogenase [decarboxylating], mitochondrial OS=Dictyostelium discoideum GN=gcvP PE=3 SV=1	sp|Q54KM7|GCSP_DICDI	110	NA	6	Rac1	Normal	-0.360012139758358
40S ribosomal protein S15 OS=Dictyostelium discoideum GN=rps15 PE=3 SV=1	sp|Q54N17|RS15_DICDI	16	TRUE	17	Rac1	Normal	0.307319942644163
Lysyl-tRNA synthetase OS=Dictyostelium discoideum GN=lysS PE=1 SV=1	tr|Q54TY4|Q54TY4_DICDI	62	TRUE	9	Rac1	Normal	-0.248790126024605
Probable glutaminyl-tRNA synthetase OS=Dictyostelium discoideum GN=glnS PE=2 SV=2	sp|P14325|SYQ_DICDI	88	NA	7	Rac1	Normal	-0.220984622591166
Cullin-5 OS=Dictyostelium discoideum GN=culE PE=3 SV=1	sp|Q54XF7|CUL5_DICDI	87	NA	8	Rac1	Normal	-0.16537361572429
Short-chain dehydrogenase/reductase family protein OS=Dictyostelium discoideum GN=DDB_0186029 PE=3 SV=1	tr|Q54PL1|Q54PL1_DICDI	30	NA	11	Rac1	Normal	0.0292649083097791
Actin-related protein 2/3 complex subunit 3 OS=Dictyostelium discoideum GN=arcC PE=1 SV=1	sp|O96624|ARPC3_DICDI	20	TRUE	12	Rac1	Normal	0.0292649083097791
Probable valyl-tRNA synthetase, cytoplasmic OS=Dictyostelium discoideum GN=valS1 PE=3 SV=1	sp|Q86KU2|SYVC_DICDI	123	NA	6	Rac1	Normal	-0.193179119157728
Probable 3-hydroxyisobutyrate dehydrogenase, mitochondrial OS=Dictyostelium discoideum GN=hibA PE=3 SV=1	sp|Q54CX6|3HIDH_DICDI	34	TRUE	16	Rac1	Normal	0.112681418610094
Methylenetetrahydrofolate dehydrogenase [NAD+] OS=Dictyostelium discoideum GN=thfA PE=3 SV=1	sp|Q86KU6|MTD1_DICDI	35	NA	11	Rac1	Normal	-0.16537361572429
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0202354 PE=4 SV=1	rtr|Q55EL4|Q55EL4_DICDI	320	TRUE	3	Rac1	Normal	0.0292649083097791
IPT/TIG domain-containing protein OS=Dictyostelium discoideum GN=DDB_G0295757 PE=4 SV=1	rtr|C7FZX2|C7FZX2_DICDI	376	TRUE	16	Rac1	Normal	0.279514439210724
Actin-related protein 2/3 complex subunit 4 OS=Dictyostelium discoideum GN=arcD PE=1 SV=1	sp|O96625|ARPC4_DICDI	20	NA	22	Rac1	Normal	0.390736452944478
60S ribosomal protein L32 OS=Dictyostelium discoideum GN=rpl32 PE=3 SV=1	sp|Q55AB5|RL32_DICDI	15	NA	17	Rac1	Normal	0.335125446077601
Probable alanine aminotransferase, mitochondrial OS=Dictyostelium discoideum GN=gpt PE=3 SV=1	sp|Q54MJ7|ALAM_DICDI	59	NA	14	Rac1	Normal	0.0848759151766558
GTP cyclohydrolase 1 OS=Dictyostelium discoideum GN=gchA PE=1 SV=2	sp|Q94465|GCH1_DICDI	26	NA	9	Rac1	Normal	0.0848759151766558
Fumarate hydratase, mitochondrial OS=Dictyostelium discoideum GN=fumH PE=3 SV=1	sp|Q54VA2|FUMH_DICDI	53	TRUE	10	Rac1	Normal	0.0292649083097791
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0202577 PE=4 SV=1	tr|Q553T2|Q553T2_DICDI	76	NA	4	Rac1	Normal	0.0570704117432174
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0191675 PE=4 SV=1	tr|Q54CK0|Q54CK0_DICDI	14	NA	0	Rac1	Normal	-0.0541516019905361
Aldehyde dehydrogenase OS=Dictyostelium discoideum GN=hydA PE=3 SV=1	tr|Q54FY3|Q54FY3_DICDI	54	TRUE	13	Rac1	Normal	0.0570704117432174
WD40 repeat-containing protein OS=Dictyostelium discoideum GN=DDB_0191760 PE=4 SV=1	tr|Q54CB5|Q54CB5_DICDI	274	NA	9	Rac1	Normal	-0.109762608857413
PDZ domain-containing protein OS=Dictyostelium discoideum GN=sort1 PE=4 SV=1	tr|Q54GL5|Q54GL5_DICDI	84	NA	4	Rac1	Normal	-0.276595629458043
26S proteasome non-ATPase regulatory subunit 6 OS=Dictyostelium discoideum GN=psmD6 PE=2 SV=1	sp|Q55C75|PSMD6_DICDI	44	TRUE	18	Rac1	Normal	0.196097928910409
Electron transfer flavoprotein subunit alpha, mitochondrial OS=Dictyostelium discoideum GN=etfa PE=3 SV=1	sp|Q54FD7|ETFA_DICDI	38	NA	10	Rac1	Normal	-0.109762608857413
60S ribosomal protein L27a OS=Dictyostelium discoideum GN=rpl27a PE=3 SV=1	sp|P48160|RL27A_DICDI	16	NA	22	Rac1	Normal	0.390736452944478
60S ribosomal protein L30 OS=Dictyostelium discoideum GN=rpl30 PE=3 SV=1	sp|Q55BS9|RL30_DICDI	12	NA	16	Rac1	Normal	0.390736452944478
Oligopeptidase B OS=Dictyostelium discoideum GN=DDB_G0292866 PE=4 SV=1	rtr|Q54CL7|Q54CL7_DICDI	100	TRUE	1	Rac1	Normal	-0.109762608857413
Myosin IC heavy chain OS=Dictyostelium discoideum GN=myoC PE=4 SV=2	sp|P42522|MYOC_DICDI	133	TRUE	12	Rac1	Normal	0.112681418610094
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0188843 PE=4 SV=1	tr|Q54G77|Q54G77_DICDI	65	NA	11	Rac1	Normal	0.0848759151766558
Alpha amylase domain-containing protein OS=Dictyostelium discoideum GN=gtr2 PE=4 SV=1	tr|Q75JH8|Q75JH8_DICDI	275	TRUE	3	Rac1	Normal	-0.137568112290851
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0189736 PE=4 SV=1	tr|Q55FM2|Q55FM2_DICDI	72	NA	12	Rac1	Normal	0.0292649083097791
Probable 26S proteasome non-ATPase regulatory subunit 8 OS=Dictyostelium discoideum GN=psmD8-1 PE=2 SV=2	sp|P02889|PSMD8_DICDI	30	NA	20	Rac1	Normal	0.501958466678231
Vacuolar proton translocating ATPase 100 kDa subunit OS=Dictyostelium discoideum GN=vatM PE=1 SV=2	sp|Q54E04|VATM_DICDI	93	NA	3	Rac1	Normal	-0.582456167225865
DNA-directed RNA polymerase beta chain (	sp|P0A8V2|RPOB_ECOLI	151	NA	6	Rac1	Normal	-0.193179119157728
Phenylalanine-4-hydroxylase OS=Dictyostelium discoideum GN=pah PE=1 SV=1	sp|Q54XS1|PH4H_DICDI	50	NA	12	Rac1	Normal	0.0292649083097791
Glyceraldehyde-3-phosphate dehydrogenase	sp|P0A9B2|G3P1_ECOLI	35	TRUE	14	Rac1	Normal	0.0848759151766558
LIM-type zinc finger-containing protein OS=Dictyostelium discoideum GN=DDB_0188965 PE=4 SV=1	tr|Q54FV6|Q54FV6_DICDI	53	NA	11	Rac1	Normal	-0.33220663632492
Aldehyde-alcohol dehydrogenase [Includes	sp|P0A9Q7|ADHE_ECOLI	96	NA	0	Rac1	Normal	-0.360012139758358
Cytochrome c1, heme protein, mitochondrial OS=Dictyostelium discoideum GN=cyc1 PE=3 SV=1	sp|Q54D07|CY1_DICDI	31	NA	7	Rac1	Normal	-0.49903965692555
UTP--glucose-1-phosphate uridylyltransferase 2 OS=Dictyostelium discoideum GN=ugpB PE=2 SV=1	sp|Q54YZ0|UGPA2_DICDI	56	TRUE	10	Rac1	Normal	0.00145940487634069
Mitochondrial substrate carrier family protein Z OS=Dictyostelium discoideum GN=mcfZ PE=2 SV=1	sp|Q54B67|MCFZ_DICDI	33	NA	7	Rac1	Normal	-0.220984622591166
Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Dictyostelium discoideum GN=mccA PE=3 SV=1	sp|Q54KE6|MCCA_DICDI	77	NA	8	Rac1	Normal	-0.415623146625235
D-3-phosphoglycerate dehydrogenase OS=Dictyostelium discoideum GN=serA PE=1 SV=1	sp|Q54UH8|SERA_DICDI	45	NA	12	Rac1	Normal	-0.0263460985570977
Coatomer subunit alpha OS=Dictyostelium discoideum GN=copa PE=3 SV=1	sp|Q55FR9|COPA_DICDI	139	NA	4	Rac1	Normal	-0.193179119157728
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0167193 PE=4 SV=1	tr|Q86IB4|Q86IB4_DICDI	34	TRUE	18	Rac1	Normal	0.446347459811355
Protein FAM49 homolog OS=Dictyostelium discoideum GN=fam49 PE=3 SV=2	sp|Q8T2H0|FAM49_DICDI	36	NA	9	Rac1	Normal	-0.16537361572429
Probable ornithine aminotransferase OS=Dictyostelium discoideum GN=oatA PE=3 SV=1	sp|Q54JP5|OAT_DICDI	46	NA	4	Rac1	Normal	-0.360012139758358
Probable inactive serine/threonine-protein kinase roco10 OS=Dictyostelium discoideum GN=roco10 PE=3 SV=1	sp|Q6XHA6|ROC10_DICDI	293	NA	2	Rac1	Normal	-0.0541516019905361
Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Dictyostelium discoideum GN=scsC PE=3 SV=1	sp|Q55AI5|SUCB1_DICDI	48	NA	4	Rac1	Normal	-0.0541516019905361
Eukaryotic translation initiation factor 3 subunit B OS=Dictyostelium discoideum GN=eif3b PE=3 SV=2	sp|Q54QW1|EIF3B_DICDI	78	NA	7	Rac1	Normal	-0.16537361572429
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0188190 PE=1 SV=1	tr|Q54I73|Q54I73_DICDI	172	NA	3	Rac1	Normal	-0.193179119157728
Probable flavin-containing monoamine oxidase A OS=Dictyostelium discoideum GN=maoA PE=3 SV=1	sp|Q54IT3|AOFA_DICDI	51	NA	9	Rac1	Normal	-0.109762608857413
40S ribosomal protein S26 OS=Dictyostelium discoideum GN=rps26 PE=3 SV=1	sp|Q54TL8|RS26_DICDI	13	NA	7	Rac1	Normal	-0.0263460985570977
Maleylacetoacetate isomerase OS=Dictyostelium discoideum GN=mai PE=3 SV=1	sp|Q54YN2|MAAI_DICDI	25	TRUE	11	Rac1	Normal	-0.0263460985570977
RING zinc finger-containing protein OS=Dictyostelium discoideum GN=DDB_G0284853 PE=4 SV=2	tr|Q54P29|Q54P29_DICDI	469	TRUE	0	Rac1	Normal	-0.109762608857413
Probable transcription-associated protein 1 OS=Dictyostelium discoideum GN=tra1 PE=3 SV=2	rsp|Q54T85|TRA1_DICDI	515	NA	5	Rac1	Normal	0.0292649083097791
von Willebrand factor A domain-containing protein DDB_G0286969 OS=Dictyostelium discoideum GN=DDB_G0286969 PE=4 SV=1	sp|C7G046|Y6969_DICDI	228	NA	8	Rac1	Normal	0.0292649083097791
Talin-A OS=Dictyostelium discoideum GN=talA PE=1 SV=3	sp|P54633|TALA_DICDI	268	NA	10	Rac1	Normal	0.00145940487634069
Delta-aminolevulinic acid dehydratase OS=Dictyostelium discoideum GN=alad PE=3 SV=2	sp|Q55E06|HEM2_DICDI	37	TRUE	12	Rac1	Normal	0.251708935777286
Nascent polypeptide-associated complex subunit alpha OS=Dictyostelium discoideum GN=nacA PE=3 SV=1	sp|Q54U07|NACA_DICDI	17	NA	14	Rac1	Normal	0.223903432343848
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0216934 PE=4 SV=1	tr|Q869N7|Q869N7_DICDI	36	TRUE	16	Rac1	Normal	0.362930949511039
Copine-E OS=Dictyostelium discoideum GN=cpnE PE=2 SV=1	sp|Q54FY7|CPNE_DICDI	64	TRUE	22	Rac1	Normal	0.52976397011167
Vacuolar protein sorting-associated protein 29 OS=Dictyostelium discoideum GN=vps29 PE=3 SV=1	sp|Q54IF7|VPS29_DICDI	20	NA	11	Rac1	Normal	0.196097928910409
Formimidoyltransferase-cyclodeaminase OS=Dictyostelium discoideum GN=ftcd PE=3 SV=1	sp|Q54JL3|FTCD_DICDI	59	NA	9	Rac1	Normal	-0.109762608857413
Proliferating cell nuclear antigen OS=Dictyostelium discoideum GN=pcna PE=3 SV=1	sp|Q54K47|PCNA_DICDI	28	NA	16	Rac1	Normal	0.196097928910409
Proteasome subunit beta type-1 OS=Dictyostelium discoideum GN=psmB1 PE=3 SV=1	sp|Q86A21|PSB1_DICDI	26	NA	13	Rac1	Normal	0.168292425476971
GTP-binding protein Sar1A OS=Dictyostelium discoideum GN=sarA PE=1 SV=1	sp|Q559R0|SAR1A_DICDI	21	NA	4	Rac1	Normal	-0.16537361572429
Vacuolin-A OS=Dictyostelium discoideum GN=vacA PE=1 SV=1	sp|O15706|VACA_DICDI	66	TRUE	24	Rac1	Normal	0.474152963244793
Beta-ureidopropionase OS=Dictyostelium discoideum GN=pyd3 PE=1 SV=1	sp|Q964D8|BUP1_DICDI	44	NA	4	Rac1	Normal	-0.33220663632492
Nuclear cap-binding protein subunit 1 OS=Dictyostelium discoideum GN=ncbp1 PE=3 SV=1	sp|Q55D17|NCBP1_DICDI	89	NA	3	Rac1	Normal	-0.0819571054239744
Eukaryotic translation initiation factor 5B OS=Dictyostelium discoideum GN=eif5b PE=3 SV=1	sp|Q54XP6|IF2P_DICDI	116	TRUE	11	Rac1	Normal	0.112681418610094
Eukaryotic peptide chain release factor GTP-binding subunit OS=Dictyostelium discoideum GN=erf3 PE=2 SV=1	sp|Q7YZN9|ERF3_DICDI	61	NA	7	Rac1	Normal	-0.0541516019905361
Phosphatidylethanolamine-binding protein PEBP OS=Dictyostelium discoideum GN=DDB_0185683 PE=4 SV=1	tr|Q54QK0|Q54QK0_DICDI	22	NA	9	Rac1	Normal	-0.0263460985570977
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0183846 PE=4 SV=1	tr|Q54ES4|Q54ES4_DICDI	21	NA	24	Rac1	Normal	0.501958466678231
26S proteasome non-ATPase regulatory subunit 12 OS=Dictyostelium discoideum GN=psmD12 PE=2 SV=1	sp|Q54UJ0|PSD12_DICDI	52	TRUE	19	Rac1	Normal	0.418541956377916
Myosin-I heavy chain OS=Dictyostelium discoideum GN=myoI PE=1 SV=1	sp|Q9U1M8|MYOI_DICDI	268	NA	6	Rac1	Normal	-0.0819571054239744
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0219914 PE=3 SV=1	tr|Q54B24|Q54B24_DICDI	497	TRUE	3	Rac1	Normal	-0.0263460985570977
Chaperone clpB (Heat-shock protein F84.1	sp|P63284|CLPB_ECOLI	96	TRUE	2	Rac1	Normal	-0.248790126024605
Proteasome subunit alpha type-5 OS=Dictyostelium discoideum GN=psmA5 PE=3 SV=1	sp|Q55G04|PSA5_DICDI	27	NA	14	Rac1	Normal	0.168292425476971
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0189206 PE=4 SV=1	tr|Q54F90|Q54F90_DICDI	96	TRUE	14	Rac1	Normal	0.0570704117432174
Hydroxyacylglutathione hydrolase OS=Dictyostelium discoideum GN=hagh PE=3 SV=1	sp|Q54MR1|GLO2_DICDI	30	TRUE	6	Rac1	Normal	-0.220984622591166
Apoptosis-inducing factor 1, mitochondrial OS=Dictyostelium discoideum GN=aif PE=2 SV=1	sp|Q9GRX6|AIFM1_DICDI	60	TRUE	7	Rac1	Normal	0.0570704117432174
Probable lanosterol 14-alpha demethylase OS=Dictyostelium discoideum GN=cyp51 PE=3 SV=1	sp|Q1ZXH9|CP51_DICDI	53	NA	2	Rac1	Normal	-0.0541516019905361
Probable UDP-glucose:glycoprotein glucosyltransferase A OS=Dictyostelium discoideum GN=ggtA PE=1 SV=2	sp|Q8T191|UGGG_DICDI	193	TRUE	3	Rac1	Normal	-0.248790126024605
Ubiquitin carboxyl-terminal hydrolase OS=Dictyostelium discoideum GN=DDB_0217656 PE=3 SV=1	tr|Q553T4|Q553T4_DICDI	343	TRUE	4	Rac1	Normal	-0.109762608857413
Penta-EF hand domain-containing protein 1 OS=Dictyostelium discoideum GN=pefA PE=1 SV=1	sp|Q95YL5|PEFA_DICDI	22	NA	2	Rac1	Normal	-0.638067174092742
Adenylate kinase 2, mitochondrial OS=Dictyostelium discoideum GN=adkA PE=3 SV=1	sp|Q54QJ9|KAD2_DICDI	31	NA	8	Rac1	Normal	-0.0263460985570977
Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Dictyostelium discoideum GN=pdhC PE=2 SV=2	sp|P36413|ODP2_DICDI	69	TRUE	1	Rac1	Normal	-0.638067174092742
Methenyl tetrahydrofolate cyclohydrolase / NADP-dependent methylene H4F dehydrogenase OS=Dictyostelium discoideum GN=DDB_G0283121 PE=3 SV=1	tr|Q54RI8|Q54RI8_DICDI	32	NA	12	Rac1	Normal	0.112681418610094
Twinfilin OS=Dictyostelium discoideum GN=twfA PE=1 SV=1	sp|Q869T1|TWF_DICDI	38	NA	6	Rac1	Normal	0.0570704117432174
Tryptophan 2,3-dioxygenase OS=Dictyostelium discoideum GN=tdo PE=1 SV=1	sp|Q55DB4|T23O_DICDI	47	NA	5	Rac1	Normal	-0.220984622591166
Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1 homolog, mitochondrial OS=Dictyostelium discoideum GN=odhA PE=3 SV=1	sp|Q54VG0|DHTK1_DICDI	102	TRUE	3	Rac1	Normal	-0.304401132891481
RNaseL inhibitor-like protein OS=Dictyostelium discoideum GN=abcE1 PE=4 SV=1	tr|Q8T8P2|Q8T8P2_DICDI	67	TRUE	14	Rac1	Normal	0.0292649083097791
60S acidic ribosomal protein P2 OS=Dictyostelium discoideum GN=rplp2 PE=1 SV=3	sp|P22683|RLA2_DICDI	11	TRUE	12	Rac1	Normal	0.00145940487634069
WSC domain-containing protein OS=Dictyostelium discoideum GN=DDB_0186243 PE=4 SV=1	rtr|Q54P01|Q54P01_DICDI	84	TRUE	0	Rac1	Normal	-0.0541516019905361
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0169413 PE=4 SV=1	tr|Q7KWR1|Q7KWR1_DICDI	41	NA	4	Rac1	Normal	-0.16537361572429
Ras-related protein Rab-11A OS=Dictyostelium discoideum GN=rab11A PE=1 SV=1	sp|P36412|RB11A_DICDI	24	NA	4	Rac1	Normal	-0.137568112290851
Protein transport protein SEC23 OS=Dictyostelium discoideum GN=sec23 PE=3 SV=2	sp|Q54T59|SEC23_DICDI	85	NA	9	Rac1	Normal	-0.0541516019905361
Cysteinyl-tRNA synthetase, cytoplasmic OS=Dictyostelium discoideum GN=cysS PE=3 SV=1	sp|Q54KR1|SYCC_DICDI	75	TRUE	4	Rac1	Normal	-0.415623146625235
26S proteasome non-ATPase regulatory subunit 11 OS=Dictyostelium discoideum GN=psmD11 PE=2 SV=1	sp|Q54UB5|PSD11_DICDI	48	NA	11	Rac1	Normal	0.112681418610094
N-acetyl-D-glucosamine kinase OS=Dictyostelium discoideum GN=nagk PE=3 SV=1	sp|Q54PM7|NAGK_DICDI	35	NA	7	Rac1	Normal	-0.193179119157728
Putative uncharacterized protein adprt3 OS=Dictyostelium discoideum GN=adprt3 PE=4 SV=1	rtr|Q54E42|Q54E42_DICDI (+1)	284	TRUE	0	Rac1	Normal	-0.193179119157728
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0168965 PE=4 SV=1	rtr|Q86L43|Q86L43_DICDI	190	NA	1	Rac1	Normal	-0.0263460985570977
Probable methionyl-tRNA synthetase, cytoplasmic OS=Dictyostelium discoideum GN=metS PE=3 SV=1	sp|Q54X95|SYMC_DICDI	83	TRUE	8	Rac1	Normal	-0.220984622591166
Sulfate adenylyltransferase OS=Dictyostelium discoideum GN=DDB_G0291029 PE=1 SV=1	tr|Q54F74|Q54F74_DICDI	66	TRUE	13	Rac1	Normal	0.0292649083097791
CTP synthase OS=Dictyostelium discoideum GN=ctps PE=3 SV=1	sp|Q54V77|PYRG_DICDI	63	NA	13	Rac1	Normal	0.0848759151766558
Probable malate dehydrogenase 1 OS=Dictyostelium discoideum GN=mdhA PE=3 SV=1	sp|Q54GE6|MDHA_DICDI	42	TRUE	19	Rac1	Normal	0.223903432343848
Preprotein translocase secA subunit.	sp|P10408|SECA_ECOLI	102	NA	0	Rac1	Normal	-0.0819571054239744
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0190011 PE=4 SV=1	tr|Q55ET7|Q55ET7_DICDI	44	NA	4	Rac1	Normal	-0.276595629458043
26S protease regulatory subunit S10B OS=Dictyostelium discoideum GN=psmC6 PE=1 SV=1	sp|Q54PJ1|PRS10_DICDI	44	TRUE	3	Rac1	Normal	-0.193179119157728
Polyphosphate kinase OS=Dictyostelium discoideum GN=ppkA PE=1 SV=1	sp|Q54BM7|PPK_DICDI	118	TRUE	10	Rac1	Normal	-0.0263460985570977
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0216913 PE=4 SV=1	tr|Q55AN3|Q55AN3_DICDI	52	TRUE	9	Rac1	Normal	-0.0819571054239744
Ras-like protein rasS OS=Dictyostelium discoideum GN=rasS PE=2 SV=1	sp|P32254|RASS_DICDI	22	TRUE	11	Rac1	Normal	0.0848759151766558
Kynurenine 3-monooxygenase OS=Dictyostelium discoideum GN=kmo PE=3 SV=1	sp|Q54RE8|KMO_DICDI	52	NA	6	Rac1	Normal	-0.0541516019905361
Translationally-controlled tumor protein homolog 1 OS=Dictyostelium discoideum GN=DDB_G0282853 PE=3 SV=1	sp|Q54RX6|TCTP1_DICDI	20	NA	6	Rac1	Normal	0.00145940487634069
Proteasome subunit alpha type-1 OS=Dictyostelium discoideum GN=psmA1 PE=3 SV=1	sp|Q27562|PSA1_DICDI	28	NA	15	Rac1	Normal	0.223903432343848
Dihydropteridine reductase OS=Dictyostelium discoideum GN=qdpr PE=1 SV=1	sp|Q86A17|DHPR_DICDI	25	NA	10	Rac1	Normal	0.140486922043533
Alpha-mannosidase G OS=Dictyostelium discoideum GN=manG PE=1 SV=1	sp|Q54K67|MANG_DICDI	124	TRUE	7	Rac1	Normal	-0.193179119157728
Probable polyketide synthase 10 OS=Dictyostelium discoideum GN=pks10 PE=3 SV=1	sp|B0G103|PKS10_DICDI	283	TRUE	5	Rac1	Normal	0.0570704117432174
Uncharacterized membrane protein DDB_G0293934 OS=Dictyostelium discoideum GN=DDB_G0293934 PE=4 SV=1	rsp|Q54B29|Y3934_DICDI	189	TRUE	0	Rac1	Normal	-0.0541516019905361
SNF2-related domain-containing protein OS=Dictyostelium discoideum GN=ino80 PE=4 SV=1	rtr|Q54DG0|Q54DG0_DICDI	238	NA	6	Rac1	Normal	0.0848759151766558
Ras-related protein Rab-1B OS=Dictyostelium discoideum GN=rab1B PE=2 SV=2	sp|P34140|RAB1B_DICDI	23	TRUE	21	Rac1	Normal	0.112681418610094
Serine/threonine-protein phosphatase 2A regulatory subunit pppA OS=Dictyostelium discoideum GN=pppA PE=2 SV=1	sp|Q54QR9|2AAA_DICDI	65	NA	14	Rac1	Normal	0.168292425476971
Serine hydroxymethyltransferase 2 OS=Dictyostelium discoideum GN=shmt2 PE=3 SV=1	sp|Q54EW1|GLYC2_DICDI	54	TRUE	9	Rac1	Normal	0.00145940487634069
NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial OS=Dictyostelium discoideum GN=ndufs4 PE=3 SV=2	sp|Q8T1V6|NDUS4_DICDI	22	NA	13	Rac1	Normal	0.168292425476971
Triosephosphate isomerase OS=Dictyostelium discoideum GN=tpiA PE=3 SV=1	sp|Q869R8|TPIS_DICDI	28	NA	10	Rac1	Normal	0.0848759151766558
NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Dictyostelium discoideum GN=ndufv2 PE=3 SV=1	sp|Q54F10|NDUV2_DICDI	28	NA	21	Rac1	Normal	0.52976397011167
FACT complex subunit SPT16 OS=Dictyostelium discoideum GN=spt16 PE=3 SV=1	sp|Q54S43|SPT16_DICDI	121	TRUE	10	Rac1	Normal	0.168292425476971
Short-chain dehydrogenase/reductase family protein OS=Dictyostelium discoideum GN=DDB_0188270 PE=3 SV=1	tr|Q54HZ2|Q54HZ2_DICDI	32	TRUE	6	Rac1	Normal	-0.0819571054239744
